game_id,split
4823,train
4824,train
4825,train
4826,train
4828,train
4829,train
4830,test
4831,train
4832,train
4833,test
4834,train
4835,train
4836,train
4837,test
4839,train
4840,test
4841,train
4842,train
4843,train
4844,train
4846,train
4847,train
4848,train
4849,test
4850,train
4851,test
4852,train
4863,test
4864,train
4868,train
4872,train
4878,train
4879,test
4881,train
4882,train
4883,train
4884,train
4885,train
4886,test
4887,test
4889,train
4890,test
4891,train
4892,train
4893,train
4894,train
4895,train
4896,train
4899,test
4900,train
4901,train
4904,train
4905,train
4907,train
4908,train
4909,test
4910,train
4911,train
4917,train
4918,train
4919,train
4922,train
4927,train
4928,train
4933,train
4934,test
4935,train
4936,train
4937,train
4938,train
4939,train
4940,test
4945,train
4946,train
4947,train
4948,test
4952,train
4955,train
4956,train
4957,train
4964,train
4965,train
4967,test
4968,train
4969,train
4970,train
4971,train
4972,train
4973,train
4974,train
4975,train
4980,train
4992,test
4993,train
4994,train
4995,train
4996,train
4999,train
5003,train
5004,train
5005,train
5007,test
5012,train
5016,test
5017,train
5018,train
5019,train
5022,train
5023,train
5024,train
5025,train
5026,train
5027,train
5028,train
5031,train
5032,train
5033,train
5034,train
5037,test
5038,train
5039,test
5041,train
5042,train
5043,train
5044,train
5045,train
5046,train
5047,train
5048,train
5051,train
5055,train
5056,train
5057,train
5059,train
5060,train
5061,train
5062,train
5063,train
5064,train
5070,train
5071,train
5072,train
5073,test
5074,test
5075,train
5076,train
5089,train
5092,test
5093,train
5094,test
5095,train
5096,train
5097,train
5098,train
5099,test
5100,train
5101,train
5102,train
5103,train
5104,train
5108,train
5113,train
5114,train
5118,train
5119,train
5120,train
5121,train
5122,train
5123,train
5124,test
5125,train
5127,train
5131,train
5132,train
5133,test
5134,train
5135,test
5137,test
5138,train
5139,train
5140,train
5141,train
5143,train
5154,train
5155,train
5157,train
5158,test
5159,train
5160,train
5163,train
5164,test
5166,test
5167,train
5168,test
5169,train
5170,train
5171,test
5172,train
5173,train
5174,test
5175,train
5176,train
5177,test
5179,test
5180,train
5182,train
5183,train
5184,train
5185,train
5186,test
5189,train
5190,train
5191,train
5192,train
5193,train
5194,test
5195,train
5196,test
5197,train
5204,test
5206,train
5212,train
5213,train
5214,train
5215,train
5217,test
5218,test
5220,train
5221,test
5222,train
5223,train
5224,train
5225,test
5226,train
5227,train
5228,train
5229,train
5231,test
5232,train
5233,train
5234,test
5235,train
5236,test
5237,train
5239,train
5240,train
5241,train
5242,train
5243,train
5244,test
5245,train
5246,train
5247,test
5248,train
5250,train
5251,train
5252,train
5253,train
5254,train
5255,train
5256,train
5257,train
5258,train
5259,train
5260,train
5261,train
5262,train
5263,train
5265,train
5266,train
5267,train
5268,train
5272,test
5273,train
5274,train
5276,test
5277,train
5278,train
5279,train
5280,train
5281,train
5282,train
5283,train
5284,train
5285,test
5287,test
5288,train
5289,train
5299,train
5300,train
5301,train
5302,test
5303,test
5304,train
5306,test
5307,train
5308,train
5309,train
5310,test
5311,train
5312,test
5313,train
5314,train
5315,train
5316,train
5317,train
5318,train
5319,train
5320,train
5321,test
5322,train
5323,train
5325,train
5326,test
5327,train
5329,test
5331,train
5332,train
5333,test
5336,train
5337,test
5338,train
5339,train
5341,train
5342,train
5343,train
5345,train
5347,train
5348,train
5349,train
5350,train
5351,test
5352,train
5353,test
5354,train
5355,train
5356,test
5362,test
5363,train
5365,train
5366,train
5367,test
5368,train
5371,train
5372,train
5373,train
5374,train
5375,test
5376,train
5377,train
5378,train
5380,train
5381,train
5382,train
5384,train
5386,test
5390,test
5391,train
5392,train
5393,train
5395,test
5396,train
5398,train
5399,train
5401,train
5402,train
5403,train
5404,train
5405,train
5410,train
5413,train
5414,train
5415,train
5416,train
5417,train
5418,train
5421,train
5424,train
5425,test
5426,train
5427,train
5428,test
5429,train
5430,train
5431,train
5432,train
5436,train
5438,train
5439,train
5440,train
5442,train
5443,train
5445,train
5446,train
5447,train
5448,train
5449,train
5450,train
5451,train
5452,train
5454,train
5455,train
5456,train
5457,train
5460,train
5461,test
5462,test
5463,train
5464,test
5465,train
5466,train
5467,train
5468,test
5469,train
5470,train
5471,train
5476,train
5477,train
5478,train
5485,train
5486,train
5487,train
5488,train
5489,train
5497,test
5498,test
5499,train
5501,train
5503,test
5504,train
5505,test
5511,test
5512,train
5516,train
5519,train
5522,test
5523,train
5526,train
5527,train
5528,train
5531,train
5532,test
5534,train
5535,train
5536,train
5537,train
5538,test
5540,train
5541,train
5543,train
5544,train
5545,train
5546,test
5547,train
5548,train
5555,train
5556,train
5557,train
5558,train
5560,train
5561,train
5562,train
5563,train
5568,train
5571,train
5572,train
5573,train
5574,train
5575,train
5576,train
5577,test
5578,train
5579,train
5580,train
5581,train
5582,train
5583,train
5584,train
5588,train
5594,test
5596,train
5598,train
5599,train
5600,train
5601,train
5602,train
5603,train
5604,train
5605,train
5606,train
5607,train
5608,test
5610,test
5611,train
5613,train
5614,train
5615,test
5616,test
5617,train
5618,train
5621,train
5622,train
5623,train
5624,train
5625,train
5626,train
5627,train
5628,train
5630,train
5631,train
5632,train
5633,train
5637,train
5638,train
5639,train
5640,train
5641,train
5642,train
5643,train
5644,train
5646,train
5648,train
5651,train
5652,train
5653,train
5655,train
5657,train
5658,train
5659,train
5660,test
5661,train
5662,train
5663,train
5665,train
5667,test
5668,train
5670,train
5671,train
5672,train
5674,test
5675,train
5677,train
5678,train
5681,train
5682,train
5684,train
5685,train
5689,train
5690,train
5691,train
5692,train
5694,train
5695,train
5696,test
5708,train
5709,train
5711,train
5713,train
5714,test
5715,train
5716,test
5717,test
5718,train
5719,train
5720,train
5721,train
5724,train
5725,train
5727,train
5728,train
5730,train
5731,train
5732,train
5733,train
5735,test
5736,train
5737,train
5738,train
5740,test
5741,test
5749,train
5750,train
5754,train
5755,test
5757,train
5761,train
5762,train
5763,train
5765,train
5767,train
5768,train
5769,train
5770,test
5773,train
5775,train
5776,train
5782,train
5785,train
5788,train
5791,train
5793,test
5794,train
5795,train
5796,train
5797,train
5800,train
5801,test
5802,test
5803,train
5804,train
5805,train
5810,test
5811,train
5812,test
5813,test
5814,train
5815,train
5816,test
5817,train
5818,test
5819,test
5820,train
5821,train
5822,test
5823,train
5824,train
5825,train
5827,train
5828,train
5829,train
5830,train
5831,test
5835,train
5836,test
5837,train
5838,train
5839,train
5840,train
5841,train
5843,test
5844,train
5848,train
5849,test
5850,train
5851,train
5852,train
5853,train
5854,train
5856,train
5857,train
5859,train
5860,train
5861,train
5862,test
5863,train
5864,train
5865,train
5866,train
5867,test
5868,train
5869,train
5870,train
5872,train
5873,train
5875,train
5877,train
5881,train
5882,train
5883,test
5884,train
5885,train
5886,train
5888,train
5889,train
5890,train
5891,train
5892,train
5898,train
5902,train
5903,train
5904,test
5905,test
5906,train
5907,train
5908,train
5909,train
5910,train
5911,train
5913,train
5914,train
5916,train
5917,train
5918,train
5919,train
5920,train
5921,train
5923,test
5924,train
5925,train
5926,train
5927,train
5929,train
5930,train
5931,train
5932,train
5933,train
5934,test
5935,test
5938,train
5939,train
5940,train
5942,test
5943,train
5945,train
5946,train
5947,train
5948,train
5949,train
5950,train
5952,train
5953,train
5955,train
5956,train
5958,test
5960,train
5961,train
5963,train
5964,train
5965,train
5966,train
5968,train
5969,train
5970,train
5971,train
5972,train
5973,test
5974,train
5975,train
5977,train
5978,train
5981,train
5982,train
5983,train
5984,train
5985,train
5986,train
5987,test
5989,train
5990,train
5991,test
5992,test
5996,train
5997,train
5998,train
5999,test
6001,train
6002,train
6003,train
6004,train
6005,train
6007,test
6008,train
6009,train
6010,train
6011,train
6012,train
6020,train
6021,train
6032,train
6033,train
6034,test
6038,train
6039,train
6040,train
6041,train
6042,train
6043,train
6044,train
6047,train
6048,train
6049,train
6050,train
6051,train
6052,train
6056,train
6059,train
6060,train
6061,train
6062,train
6063,train
6065,test
6066,train
6068,train
6069,train
6070,train
6072,train
6073,train
6074,train
6077,train
6079,test
6080,train
6082,test
6083,train
6084,train
6085,test
6086,train
6087,train
6088,train
6090,train
6091,train
6092,train
6093,train
6094,train
6095,train
6096,train
6098,test
6100,train
6101,train
6104,train
6108,test
6110,train
6111,train
6112,train
6114,test
6115,test
6116,train
6117,train
6118,train
6120,train
6121,train
6122,train
6123,test
6125,test
6127,train
6128,train
6129,train
6130,train
6131,train
6132,train
6133,test
6134,train
6135,test
6136,test
6139,train
6140,train
6141,test
6143,train
6144,train
6145,train
6146,train
6147,train
6148,train
6149,test
6150,train
6152,test
6153,train
6159,train
6174,train
6175,train
6176,train
6177,train
6178,train
6179,test
6180,test
6181,train
6182,train
6184,test
6185,test
6190,test
6191,train
6192,train
6194,train
6198,train
6199,train
6200,test
6204,train
6206,train
6208,test
6209,train
6210,train
6211,train
6212,train
6216,train
6217,train
6218,train
6219,train
6220,train
6221,train
6222,train
6223,train
6225,test
6228,train
6229,train
6230,train
6232,test
6233,train
6234,train
6235,train
6236,train
6240,train
6242,train
6243,train
6244,train
6245,train
6246,train
6247,train
6248,test
6249,train
6251,train
6254,test
6255,test
6258,test
6259,train
6261,test
6262,train
6263,train
6264,train
6265,train
6266,test
6268,train
6269,train
6270,test
6271,train
6272,test
6282,train
6284,train
6285,train
6288,test
6289,train
6291,train
6292,train
6294,train
6295,train
6302,test
6304,train
6305,train
6306,train
6310,train
6313,train
