soc_code,official_soc_title,cip_code,cip_title
27-4012,Broadcast Technicians,10.0299,"Audiovisual Communications Technologies/Technicians, Other."
27-4014,Sound Engineering Technicians,10.0105,Communications Technology/Technician.
27-4014,Sound Engineering Technicians,10.0203,Recording Arts Technology/Technician.
27-4014,Sound Engineering Technicians,15.0307,Audio Engineering Technology/Technician.
27-4014,Sound Engineering Technicians,50.0913,Music Technology.
27-4015,Lighting Technicians,10.0201,Photographic and Film/Video Technology/Technician.
27-4015,Lighting Technicians,10.0202,Radio and Television Broadcasting Technology/Technician.
27-4021,Photographers,09.0404,Photojournalism.
27-4021,Photographers,50.0101,"Visual and Performing Arts, General."
27-4021,Photographers,50.0102,Digital Arts.
27-4021,Photographers,50.0406,Commercial Photography.
27-4021,Photographers,50.0605,Photography.
27-4021,Photographers,50.0701,"Art/Art Studies, General."
27-4031,"Camera Operators, Television, Video, and Film",10.0202,Radio and Television Broadcasting Technology/Technician.
27-4031,"Camera Operators, Television, Video, and Film",10.0299,"Audiovisual Communications Technologies/Technicians, Other."
27-4031,"Camera Operators, Television, Video, and Film",50.0602,Cinematography and Film/Video Production.
27-4031,"Camera Operators, Television, Video, and Film",50.0607,Documentary Production.
27-4032,Film and Video Editors,09.0404,Photojournalism.
27-4032,Film and Video Editors,09.0701,Radio and Television.
27-4032,Film and Video Editors,10.0105,Communications Technology/Technician.
27-4032,Film and Video Editors,10.0202,Radio and Television Broadcasting Technology/Technician.
27-4032,Film and Video Editors,10.0299,"Audiovisual Communications Technologies/Technicians, Other."
27-4032,Film and Video Editors,50.0602,Cinematography and Film/Video Production.
27-4032,Film and Video Editors,50.0607,Documentary Production.
29-1011,Chiropractors,51.0101,Chiropractic.
29-1021,"Dentists, General",51.0401,Dentistry.
29-1021,"Dentists, General",51.0502,Advanced General Dentistry.
29-1021,"Dentists, General",51.0509,Pediatric Dentistry/Pedodontics.
29-1021,"Dentists, General",60.0102,Dental Public Health Residency Program.
29-1021,"Dentists, General",60.0106,Pediatric Dentistry Residency Program.
29-1023,Orthodontists,51.0508,Orthodontics/Orthodontology.
29-1023,Orthodontists,60.0105,Orthodontics Residency Program.
29-1029,"Dentists, All Other Specialists",51.0501,"Dental Clinical Sciences, General."
29-1029,"Dentists, All Other Specialists",51.0503,Oral Biology and Oral and Maxillofacial Pathology.
29-1029,"Dentists, All Other Specialists",51.0504,Dental Public Health and Education.
29-1029,"Dentists, All Other Specialists",51.0505,Dental Materials.
29-1029,"Dentists, All Other Specialists",51.0506,Endodontics/Endodontology.
29-1029,"Dentists, All Other Specialists",51.0510,Periodontics/Periodontology.
29-1029,"Dentists, All Other Specialists",51.0512,Digital Dentistry.
29-1029,"Dentists, All Other Specialists",51.0513,Geriatric Dentistry.
29-1029,"Dentists, All Other Specialists",51.0514,Implantology/Implant Dentistry.
29-1029,"Dentists, All Other Specialists",51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Other."
29-1029,"Dentists, All Other Specialists",51.1404,Temporomandibular Disorders and Orofacial Pain.
29-1029,"Dentists, All Other Specialists",60.0102,Dental Public Health Residency Program.
29-1029,"Dentists, All Other Specialists",60.0103,Endodontics Residency Program.
29-1029,"Dentists, All Other Specialists",60.0104,Oral and Maxillofacial Pathology Residency Program.
29-1029,"Dentists, All Other Specialists",60.0106,Pediatric Dentistry Residency Program.
29-1029,"Dentists, All Other Specialists",60.0107,Periodontology Residency Program.
29-1029,"Dentists, All Other Specialists",60.0109,Oral and Maxillofacial Radiology Residency Program.
29-1029,"Dentists, All Other Specialists",60.0199,"Dental Residency/Fellowship Program, Other."
29-1041,Optometrists,51.1701,Optometry.
29-1051,Pharmacists,51.2001,Pharmacy.
29-1051,Pharmacists,51.2008,"Clinical, Hospital, and Managed Care Pharmacy."
29-1051,Pharmacists,60.0801,"Pharmacy Residency/Fellowship Program, General."
29-1051,Pharmacists,60.0802,Combined Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0803,Ambulatory Care Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0804,Cardiology Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0805,Clinical Pharmacogenomics Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0806,Community/Community-Based Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0807,Corporate Pharmacy Leadership Residency/Fellowship Program.
29-1051,Pharmacists,60.0808,Critical Care Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0809,Drug Information Pharmacy Residency/Fellowship Program
29-1051,Pharmacists,60.0810,Emergency Medicine Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0811,Family Medicine Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0812,Geriatric Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0813,Health System Medication Management Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0814,Health System Pharmacy Administration and Leadership Residency/Fellowship Program.
29-1051,Pharmacists,60.0815,Infectious Diseases Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0816,Internal Medicine Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0817,Investigational Drugs and Research Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0818,Managed Care Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0819,Medication Systems and Operations Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0820,Medication-Use Safety Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0821,Neonatal Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0822,Nephrology Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0823,Neurology Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0824,Nuclear Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0825,Nutrition Support Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0826,Oncology Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0827,Palliative Care/Pain Management Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0828,Pediatric Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0829,Pharmacotherapy Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0830,Pharmacy Informatics Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0831,Psychiatric Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0832,Transplantation Pharmacy Residency/Fellowship Program.
29-1051,Pharmacists,60.0899,"Pharmacy Residency Programs, Other."
29-1071,Physician Assistants,51.0912,Physician Assistant.
29-1071,Physician Assistants,60.0901,"Physician Assistant Residency/Fellowship Program, General."
29-1071,Physician Assistants,60.0902,Combined Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0903,Acute Care Medicine Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0904,Acute Care Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0905,Cardiology Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0906,Cardiothoracic Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0907,Critical Care Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0908,Critical Care and Trauma Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0909,Emergency Medicine Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0910,ENT Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0911,Family Medicine Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0912,Geriatrics Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0913,Hematology-Oncology Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0914,Hepatobiliary Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0915,Hospitalist Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0916,Neurosurgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0917,Orthopedic Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0918,Pediatric Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0919,Transplant Surgery Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0920,Urology Physician Assistant Residency/Fellowship Program.
29-1071,Physician Assistants,60.0999,"Physician Assistant Residency/Fellowship Program, Other."
29-1081,Podiatrists,51.1203,Podiatric Medicine/Podiatry.
29-1081,Podiatrists,61.2201,Podiatric Medicine and Surgery Residency Program.
29-1081,Podiatrists,61.2299,"Podiatric Medicine Residency/Fellowship Programs, Other."
29-1122,Occupational Therapists,51.2306,Occupational Therapy/Therapist.
29-1123,Physical Therapists,51.2308,Physical Therapy/Therapist.
29-1123,Physical Therapists,51.2311,Kinesiotherapy/Kinesiotherapist.
29-1125,Recreational Therapists,51.2309,Therapeutic Recreation/Recreational Therapy.
29-1126,Respiratory Therapists,51.0908,Respiratory Care Therapy/Therapist.
29-1127,Speech-Language Pathologists,51.0201,"Communication Sciences and Disorders, General."
29-1127,Speech-Language Pathologists,51.0203,Speech-Language Pathology/Pathologist.
29-1127,Speech-Language Pathologists,51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
29-1127,Speech-Language Pathologists,51.0299,"Communication Disorders Sciences and Services, Other."
29-1128,Exercise Physiologists,26.0908,Exercise Physiology and Kinesiology.
29-1128,Exercise Physiologists,31.0505,Exercise Science and Kinesiology.
29-1128,Exercise Physiologists,51.2311,Kinesiotherapy/Kinesiotherapist.
29-1129,"Therapists, All Other",51.2300,"Rehabilitation and Therapeutic Professions, General."
29-1129,"Therapists, All Other",51.2301,Art Therapy/Therapist.
29-1129,"Therapists, All Other",51.2302,Dance Therapy/Therapist.
29-1129,"Therapists, All Other",51.2305,Music Therapy/Therapist.
29-1129,"Therapists, All Other",51.2313,Animal-Assisted Therapy.
29-1129,"Therapists, All Other",51.2315,Drama Therapy/Therapist.
29-1129,"Therapists, All Other",51.2316,Horticulture Therapy/Therapist.
29-1129,"Therapists, All Other",51.2317,Play Therapy/Therapist.
29-1129,"Therapists, All Other",51.2399,"Rehabilitation and Therapeutic Professions, Other."
29-1129,"Therapists, All Other",51.3601,Movement Therapy and Movement Education.
29-1131,Veterinarians,01.8001,Veterinary Medicine.
29-1131,Veterinarians,01.8101,"Veterinary Sciences/Veterinary Clinical Sciences, General."
29-1131,Veterinarians,01.8102,Comparative and Laboratory Animal Medicine.
29-1131,Veterinarians,01.8103,Large Animal/Food Animal and Equine Surgery and Medicine.
29-1131,Veterinarians,01.8104,Small/Companion Animal Surgery and Medicine.
29-1131,Veterinarians,01.8105,Veterinary Anatomy.
29-1131,Veterinarians,01.8106,Veterinary Infectious Diseases.
29-1131,Veterinarians,01.8107,Veterinary Microbiology and Immunobiology.
29-1131,Veterinarians,01.8108,Veterinary Pathology and Pathobiology.
29-1131,Veterinarians,01.8109,Veterinary Physiology.
29-1131,Veterinarians,01.8110,"Veterinary Preventive Medicine, Epidemiology, and Public Health."
29-1131,Veterinarians,01.8111,Veterinary Toxicology and Pharmacology.
29-1131,Veterinarians,01.8199,"Veterinary Biomedical and Clinical Sciences, Other."
29-1131,Veterinarians,60.0301,Veterinary Anesthesiology Residency Program.
29-1131,Veterinarians,60.0302,Veterinary Dentistry Residency Program.
29-1131,Veterinarians,60.0303,Veterinary Dermatology Residency Program.
29-1131,Veterinarians,60.0304,Veterinary Emergency and Critical Care Medicine Residency Program.
29-1131,Veterinarians,60.0305,Veterinary Internal Medicine Residency Program.
29-1131,Veterinarians,60.0306,Laboratory Animal Medicine Residency Program.
29-1131,Veterinarians,60.0307,Veterinary Microbiology Residency Program.
29-1131,Veterinarians,60.0308,Veterinary Nutrition Residency Program.
29-1131,Veterinarians,60.0309,Veterinary Ophthalmology Residency Program.
29-1131,Veterinarians,60.0310,Veterinary Pathology Residency Program.
29-1131,Veterinarians,60.0311,Veterinary Practice Residency Program.
29-1131,Veterinarians,60.0312,Veterinary Preventive Medicine Residency Program.
29-1131,Veterinarians,60.0313,Veterinary Radiology Residency Program.
29-1131,Veterinarians,60.0314,Veterinary Surgery Residency Program.
29-1131,Veterinarians,60.0315,Theriogenology Residency Program.
29-1131,Veterinarians,60.0316,Veterinary Toxicology Residency Program.
29-1131,Veterinarians,60.0317,Zoological Medicine Residency Program.
29-1131,Veterinarians,60.0318,Poultry Veterinarian Residency Program.
29-1131,Veterinarians,60.0319,Veterinary Behaviorist Residency Program.
29-1131,Veterinarians,60.0320,Veterinary Clinical Pharmacology Residency Program.
29-1131,Veterinarians,60.0399,"Veterinary Residency/Fellowship Program, Other."
29-1141,Registered Nurses,51.3801,Registered Nursing/Registered Nurse.
29-1141,Registered Nurses,51.3802,Nursing Administration.
29-1141,Registered Nurses,51.3803,Adult Health Nurse/Nursing.
29-1141,Registered Nurses,51.3805,Family Practice Nurse/Nursing.
29-1141,Registered Nurses,51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.
29-1141,Registered Nurses,51.3808,Nursing Science.
29-1141,Registered Nurses,51.3809,Pediatric Nurse/Nursing.
29-1141,Registered Nurses,51.3810,Psychiatric/Mental Health Nurse/Nursing.
29-1141,Registered Nurses,51.3811,Public Health/Community Nurse/Nursing.
29-1141,Registered Nurses,51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.
29-1141,Registered Nurses,51.3813,Clinical Nurse Specialist.
29-1141,Registered Nurses,51.3814,Critical Care Nursing.
29-1141,Registered Nurses,51.3815,Occupational and Environmental Health Nursing.
29-1141,Registered Nurses,51.3816,Emergency Room/Trauma Nursing.
29-1141,Registered Nurses,51.3818,Nursing Practice.
29-1141,Registered Nurses,51.3819,Palliative Care Nursing.
29-1141,Registered Nurses,51.3820,Clinical Nurse Leader.
29-1141,Registered Nurses,51.3821,Geriatric Nurse/Nursing.
29-1141,Registered Nurses,51.3822,Women's Health Nurse/Nursing.
29-1141,Registered Nurses,51.3824,Forensic Nursing.
29-1141,Registered Nurses,51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other."
29-1161,Nurse Midwives,51.3807,Nurse Midwife/Nursing Midwifery.
29-1171,Nurse Practitioners,51.3802,Nursing Administration.
29-1171,Nurse Practitioners,51.3803,Adult Health Nurse/Nursing.
29-1171,Nurse Practitioners,51.3805,Family Practice Nurse/Nursing.
29-1171,Nurse Practitioners,51.3806,Maternal/Child Health and Neonatal Nurse/Nursing.
29-1171,Nurse Practitioners,51.3808,Nursing Science.
29-1171,Nurse Practitioners,51.3809,Pediatric Nurse/Nursing.
29-1171,Nurse Practitioners,51.3810,Psychiatric/Mental Health Nurse/Nursing.
29-1171,Nurse Practitioners,51.3811,Public Health/Community Nurse/Nursing.
29-1171,Nurse Practitioners,51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.
29-1171,Nurse Practitioners,51.3813,Clinical Nurse Specialist.
29-1171,Nurse Practitioners,51.3814,Critical Care Nursing.
29-1171,Nurse Practitioners,51.3815,Occupational and Environmental Health Nursing.
29-1171,Nurse Practitioners,51.3816,Emergency Room/Trauma Nursing.
29-1171,Nurse Practitioners,51.3818,Nursing Practice.
29-1171,Nurse Practitioners,51.3819,Palliative Care Nursing.
29-1171,Nurse Practitioners,51.3820,Clinical Nurse Leader.
29-1171,Nurse Practitioners,51.3821,Geriatric Nurse/Nursing.
29-1171,Nurse Practitioners,51.3822,Women's Health Nurse/Nursing.
29-1171,Nurse Practitioners,51.3824,Forensic Nursing.
29-1171,Nurse Practitioners,51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other."
29-1171,Nurse Practitioners,60.0701,"Nurse Practitioner Residency/Fellowship Program, General."
29-1171,Nurse Practitioners,60.0702,Combined Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0703,Acute Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0704,Adult/Gerontology Acute Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0705,Adult/Gerontology Critical Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0706,Cardiology/Cardiovascular Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0707,Clinical Informatics Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0708,Dermatology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0709,Developmental and Behavioral Pediatrics Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0710,Diabetes Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0711,Emergency Medicine Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0712,Endocrinology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0713,Family Medicine Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0714,Gastroenterology and Hepatology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0715,Gastroenterology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0716,Genetics Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0717,Gerontology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0718,Global Health Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0719,Hematology-Oncology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0720,Hepatology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0721,Home-Based Primary Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0722,Hospice and Palliative Medicine Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0723,Hospital Medicine Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0724,Infectious Diseases Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0725,Neonatal Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0726,Nephrology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0727,Neurology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0728,Neuroscience Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0729,Obstetrics and Gynecology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0730,Occupational Health Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0731,Orthopedic Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0732,Orthopedic Surgery Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0733,Pain Management Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0734,Palliative Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0735,Pediatric Hematology-Oncology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0736,Pediatric Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0737,Pediatric Rehabilitation Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0738,Psychiatric/Mental Health Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0739,Public/Community Health Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0740,Pulmonary Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0741,Rheumatology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0742,Rural Health Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0743,Sleep Medicine Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0744,Surgical and Critical Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0745,Surgical Wound and Reconstruction Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0746,Transplantation Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0747,Trauma and Critical Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0748,Urgent Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0749,Urology Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0750,Women's Health Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0751,Wound Care Nurse Practitioner Residency/Fellowship Program.
29-1171,Nurse Practitioners,60.0799,"Nurse Practitioner Residency/Fellowship Program, Other."
29-1181,Audiologists,51.0201,"Communication Sciences and Disorders, General."
29-1181,Audiologists,51.0202,Audiology/Audiologist.
29-1181,Audiologists,51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
29-1181,Audiologists,51.0299,"Communication Disorders Sciences and Services, Other."
29-1211,Anesthesiologists,51.1201,Medicine.
29-1211,Anesthesiologists,51.1202,Osteopathic Medicine/Osteopathy.
29-1211,Anesthesiologists,61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.
29-1211,Anesthesiologists,61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.
29-1211,Anesthesiologists,61.0119,Pediatrics/Anesthesiology Combined Specialty Program.
29-1211,Anesthesiologists,61.0401,Anesthesiology Residency Program.
29-1211,Anesthesiologists,61.0499,"Anesthesiology Residency/Fellowship Programs, Other."
29-1212,Cardiologists,51.1201,Medicine.
29-1212,Cardiologists,51.1202,Osteopathic Medicine/Osteopathy.
29-1212,Cardiologists,61.0804,Cardiovascular Disease Fellowship Program.
29-1212,Cardiologists,61.0805,Clinical Cardiac Electrophysiology Fellowship Program.
29-1212,Cardiologists,61.0811,Interventional Cardiology Fellowship Program.
29-1212,Cardiologists,61.1906,Pediatric Cardiology Fellowship Program.
29-1213,Dermatologists,51.1201,Medicine.
29-1213,Dermatologists,51.1202,Osteopathic Medicine/Osteopathy.
29-1213,Dermatologists,61.0109,Internal Medicine/Dermatology Combined Specialty Program.
29-1213,Dermatologists,61.0501,Dermatology Residency Program.
29-1213,Dermatologists,61.0502,Dermatopathology Fellowship Program.
29-1213,Dermatologists,61.0503,Pediatric Dermatology Fellowship Program.
29-1213,Dermatologists,61.0599,"Dermatology Residency/Fellowship Programs, Other."
29-1214,Emergency Medicine Physicians,51.1201,Medicine.
29-1214,Emergency Medicine Physicians,51.1202,Osteopathic Medicine/Osteopathy.
29-1214,Emergency Medicine Physicians,61.0103,Emergency Medicine/Anesthesiology Combined Specialty Program.
29-1214,Emergency Medicine Physicians,61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.
29-1214,Emergency Medicine Physicians,61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.
29-1214,Emergency Medicine Physicians,61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.
29-1214,Emergency Medicine Physicians,61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.
29-1214,Emergency Medicine Physicians,61.0202,Critical Care Medicine Fellowship Program.
29-1214,Emergency Medicine Physicians,61.0217,Wilderness Medicine Fellowship Program.
29-1214,Emergency Medicine Physicians,61.0601,Emergency Medicine Residency Program.
29-1214,Emergency Medicine Physicians,61.0602,Disaster Medicine Fellowship Program.
29-1214,Emergency Medicine Physicians,61.0603,Emergency Medical Services Fellowship Program.
29-1214,Emergency Medicine Physicians,61.0699,"Emergency Medicine Residency/Fellowship Programs, Other."
29-1214,Emergency Medicine Physicians,61.1907,Pediatric Critical Care Medicine Fellowship Program.
29-1214,Emergency Medicine Physicians,61.1908,Pediatric Emergency Medicine Fellowship Program.
29-1215,Family Medicine Physicians,51.1201,Medicine.
29-1215,Family Medicine Physicians,51.1202,Osteopathic Medicine/Osteopathy.
29-1215,Family Medicine Physicians,61.0104,Family Medicine/Emergency Medicine Combined Specialty Program.
29-1215,Family Medicine Physicians,61.0105,Family Medicine/Osteopathic Neuromusculoskeletal Medicine Combined Specialty Program.
29-1215,Family Medicine Physicians,61.0106,Family Medicine/Preventive Medicine Combined Specialty Program.
29-1215,Family Medicine Physicians,61.0107,Family Medicine/Psychiatry Combined Specialty Program.
29-1215,Family Medicine Physicians,61.0112,Internal Medicine/Family Medicine Combined Specialty Program.
29-1215,Family Medicine Physicians,61.0701,Family Medicine Residency Program.
29-1215,Family Medicine Physicians,61.0799,"Family Medicine Residency/Fellowship Programs, Other."
29-1216,General Internal Medicine Physicians,51.1201,Medicine.
29-1216,General Internal Medicine Physicians,51.1202,Osteopathic Medicine/Osteopathy.
29-1216,General Internal Medicine Physicians,61.0108,Internal Medicine/Anesthesiology Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0109,Internal Medicine/Dermatology Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0110,Internal Medicine/Emergency Medicine Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0111,Internal Medicine/Emergency Medicine/Critical Care Medicine Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0112,Internal Medicine/Family Medicine Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0114,Internal Medicine/Neurology Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0115,Internal Medicine/Pediatrics Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0116,Internal Medicine/Preventive Medicine Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0117,Internal Medicine/Psychiatry Combined Specialty Program.
29-1216,General Internal Medicine Physicians,61.0801,Internal Medicine Residency Program.
29-1217,Neurologists,51.1201,Medicine.
29-1217,Neurologists,51.1202,Osteopathic Medicine/Osteopathy.
29-1217,Neurologists,61.0114,Internal Medicine/Neurology Combined Specialty Program.
29-1217,Neurologists,61.0124,Psychiatry/Neurology Combined Specialty Program.
29-1217,Neurologists,61.1101,Neurology Residency Program.
29-1217,Neurologists,61.1102,Child Neurology Residency Program.
29-1217,Neurologists,61.1103,Clinical Neurophysiology Fellowship Program.
29-1217,Neurologists,61.1104,Epilepsy Fellowship Program.
29-1217,Neurologists,61.1105,Headache Medicine Fellowship Program.
29-1217,Neurologists,61.1106,Neurodevelopmental Disabilities Fellowship Program.
29-1217,Neurologists,61.1107,Vascular Neurology Fellowship Program.
29-1217,Neurologists,61.1199,"Neurology Residency/Fellowship Programs, Other."
29-1218,Obstetricians and Gynecologists,51.1201,Medicine.
29-1218,Obstetricians and Gynecologists,51.1202,Osteopathic Medicine/Osteopathy.
29-1218,Obstetricians and Gynecologists,61.1301,Obstetrics and Gynecology Residency Program.
29-1218,Obstetricians and Gynecologists,61.1302,Gynecologic Oncology Fellowship Program.
29-1218,Obstetricians and Gynecologists,61.1303,Maternal and Fetal Medicine Fellowship Program.
29-1218,Obstetricians and Gynecologists,61.1399,"Obstetrics and Gynecology Residency/Fellowship Programs, Other."
29-1221,"Pediatricians, General",51.1201,Medicine.
29-1221,"Pediatricians, General",51.1202,Osteopathic Medicine/Osteopathy.
29-1221,"Pediatricians, General",61.0115,Internal Medicine/Pediatrics Combined Specialty Program.
29-1221,"Pediatricians, General",61.0119,Pediatrics/Anesthesiology Combined Specialty Program.
29-1221,"Pediatricians, General",61.0120,Pediatrics/Emergency Medicine Combined Specialty Program.
29-1221,"Pediatricians, General",61.0121,Pediatrics/Medical Genetics and Genomics Combined Specialty Program.
29-1221,"Pediatricians, General",61.0122,Pediatrics/Physical Medicine & Rehabilitation Combined Specialty Program.
