game_id,contestant_id,contestant_name,contestant_intro,occupation_phrase,occupation_text_for_model,is_winner,contestant_position,air_date,season_name,episode_num,clue_count,category_count,j_clue_count,dj_clue_count,fj_clue_count,proposed_onet_soc_code,proposed_soc_code,proposed_soc_title,proposed_soc_url,soc_uncertainty_level,soc_mapping_method,optional_soc_profile_text,cip_candidate_count,candidate_cip_codes,cip_mapping_status,clue_source_set
4519,8516,Chris Schlekat,"an environmental scientist from Menlo Park, California",environmental scientist,environmental scientist,0,1,1999-11-30,Season 16,3507,56,13,29,26,1,19-2041.00,19-2041,"Environmental Scientists and Specialists, Including Health",https://www.onetonline.org/link/summary/19-2041.00,medium_curated_match,Initial title or curated synonym,"environmental scientist. Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or public health. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources.",11,03.0103|03.0104|26.1004|26.1005|26.1006|30.3201|30.3301|30.4101|30.4401|40.0509|51.2202,multiple_possible_programs,wolle_season1_42
4519,8514,Eric Wagner,"a high school English teacher from Corona, California",high school english teacher,high school english teacher,0,2,1999-11-30,Season 16,3507,56,13,29,26,1,25-2031.00,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2031.00,medium_curated_match,Initial title or curated synonym,high school english teacher. Teach one or more subjects to students at the secondary school level.,92,13.0201|13.1203|13.1205|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1304|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1328|13.1329|13.1330|13.1331|13.1332|13.1333|13.1335|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|16.0101|16.0300|16.0301|16.0302|16.0303|16.0399|16.0402|16.0500|16.0501|16.0599|16.0900|16.0901|16.0902|16.0905|16.0999|16.1001|16.1101|16.1102|16.1200|16.1202|16.1203|16.1299|16.1409|16.1499|16.1601|16.1602|16.9999|19.0101|23.0101|26.0101|27.0101|30.0101|30.3601|30.3801|30.4101|30.4501|40.0101|40.0501|40.0801|45.0101|45.0199|45.0601|45.1001|45.1002|45.1003|45.1099|50.0701|50.0901|54.0101|54.0102,multiple_possible_programs,wolle_season1_42
4519,8517,Delori Hawkins,"an administrator from Cincinnati, Ohio",administrator,administrator,1,3,1999-11-30,Season 16,3507,56,13,29,26,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_broad_role,Broad occupation without specialty,administrator. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
4518,8514,Eric Wagner,"a high school English teacher from Corona, California",high school english teacher,high school english teacher,1,1,1999-12-01,Season 16,3508,53,12,28,24,1,25-2031.00,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2031.00,medium_curated_match,Initial title or curated synonym,high school english teacher. Teach one or more subjects to students at the secondary school level.,92,13.0201|13.1203|13.1205|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1304|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1328|13.1329|13.1330|13.1331|13.1332|13.1333|13.1335|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|16.0101|16.0300|16.0301|16.0302|16.0303|16.0399|16.0402|16.0500|16.0501|16.0599|16.0900|16.0901|16.0902|16.0905|16.0999|16.1001|16.1101|16.1102|16.1200|16.1202|16.1203|16.1299|16.1409|16.1499|16.1601|16.1602|16.9999|19.0101|23.0101|26.0101|27.0101|30.0101|30.3601|30.3801|30.4101|30.4501|40.0101|40.0501|40.0801|45.0101|45.0199|45.0601|45.1001|45.1002|45.1003|45.1099|50.0701|50.0901|54.0101|54.0102,multiple_possible_programs,wolle_season1_42
4518,8512,Karen Marlowe,"a state and local planning coordinator from South Orange, New Jersey",state and local planning coordinator,state and local planning coordinator,0,2,1999-12-01,Season 16,3508,53,12,28,24,1,53-1042.01,53-1042,Recycling Coordinators,https://www.onetonline.org/link/summary/53-1042.01,very_low_multiple_roles,Closest occupation title by character similarity (0.464); unverified,state and local planning coordinator. Supervise curbside and drop-off recycling programs for municipal governments or private firms.,0,,no_crosswalk_program,wolle_season1_42
4518,8515,Gary Lucy,"a letter carrier originally from Portland, Oregon",letter carrier,letter carrier,0,3,1999-12-01,Season 16,3508,53,12,28,24,1,43-5052.00,43-5052,Postal Service Mail Carriers,https://www.onetonline.org/link/summary/43-5052.00,medium_curated_match,Initial title or curated synonym,letter carrier. Sort and deliver mail for the United States Postal Service (USPS). Deliver mail on established route by vehicle or on foot. Includes postal service mail carriers employed by USPS contractors.,0,,no_crosswalk_program,wolle_season1_42
4517,8512,Karen Marlowe,"a state and local planning coordinator from South Orange, New Jersey",state and local planning coordinator,state and local planning coordinator,0,1,1999-12-02,Season 16,3509,52,13,29,22,1,53-1042.01,53-1042,Recycling Coordinators,https://www.onetonline.org/link/summary/53-1042.01,very_low_multiple_roles,Closest occupation title by character similarity (0.464); unverified,state and local planning coordinator. Supervise curbside and drop-off recycling programs for municipal governments or private firms.,0,,no_crosswalk_program,wolle_season1_42
4517,8510,Steven Wyatt,"a locomotive engineer from Fort Wayne, Indiana",locomotive engineer,locomotive engineer,0,2,1999-12-02,Season 16,3509,52,13,29,22,1,53-4011.00,53-4011,Locomotive Engineers,https://www.onetonline.org/link/summary/53-4011.00,high_exact_title,Initial title or curated synonym,"locomotive engineer. Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations.",1,49.0208,one_crosswalk_program,wolle_season1_42
4517,8513,Barbara Krause,"a high school teacher from Redlands, California",high school teacher,high school teacher,1,3,1999-12-02,Season 16,3509,52,13,29,22,1,25-2031.00,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2031.00,medium_curated_match,Initial title or curated synonym,high school teacher. Teach one or more subjects to students at the secondary school level.,92,13.0201|13.1203|13.1205|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1304|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1328|13.1329|13.1330|13.1331|13.1332|13.1333|13.1335|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|16.0101|16.0300|16.0301|16.0302|16.0303|16.0399|16.0402|16.0500|16.0501|16.0599|16.0900|16.0901|16.0902|16.0905|16.0999|16.1001|16.1101|16.1102|16.1200|16.1202|16.1203|16.1299|16.1409|16.1499|16.1601|16.1602|16.9999|19.0101|23.0101|26.0101|27.0101|30.0101|30.3601|30.3801|30.4101|30.4501|40.0101|40.0501|40.0801|45.0101|45.0199|45.0601|45.1001|45.1002|45.1003|45.1099|50.0701|50.0901|54.0101|54.0102,multiple_possible_programs,wolle_season1_42
4514,8505,Sam Raman,"a telecom consultant from Boca Raton, Florida",telecom consultant,telecom consultant,0,1,1999-12-07,Season 16,3512,59,13,30,28,1,13-1199.00,13-1199,"Business Operations Specialists, All Other",https://www.onetonline.org/link/summary/13-1199.00,low_contextual_role,unspecified analyst specialty,telecom consultant. All business operations specialists not listed separately.,5,52.0201|52.0208|52.0499|52.0904|52.1101,multiple_possible_programs,wolle_season1_42
4514,8506,Logan Beckwith,"a payroll accountant from Atlanta, Georgia",payroll accountant,payroll accountant,1,2,1999-12-07,Season 16,3512,59,13,30,28,1,13-2011.00,13-2011,Accountants and Auditors,https://www.onetonline.org/link/summary/13-2011.00,low_contextual_role,accounting role,"payroll accountant. Examine, analyze, and interpret accounting records to prepare financial statements, give advice, or audit and evaluate statements prepared by others. Install or advise on systems of recording costs or other financial and budgetary data.",7,30.1601|43.0405|52.0301|52.0303|52.0304|52.0305|52.1601,multiple_possible_programs,wolle_season1_42
4514,8507,Suzanne Doran,"a middle school teacher from Cambridge, Massachusetts",middle school teacher,middle school teacher,0,3,1999-12-07,Season 16,3512,59,13,30,28,1,25-2022.00,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",https://www.onetonline.org/link/summary/25-2022.00,low_contextual_role,school level,"middle school teacher. Teach one or more subjects to students at the middle, intermediate, or junior high school level.",40,13.0201|13.1203|13.1206|13.1207|13.1208|13.1211|13.1212|13.1213|13.1302|13.1305|13.1306|13.1307|13.1308|13.1309|13.1311|13.1312|13.1314|13.1315|13.1316|13.1317|13.1318|13.1321|13.1322|13.1323|13.1324|13.1325|13.1326|13.1327|13.1328|13.1330|13.1331|13.1332|13.1333|13.1337|13.1338|13.1339|13.1401|13.1402|13.1499|45.0199,multiple_possible_programs,wolle_season1_42
4513,8505,Sam Raman,"a telecom consultant from Boca Raton, Florida",telecom consultant,telecom consultant,1,1,1999-12-08,Season 16,3513,55,12,25,29,1,13-1199.00,13-1199,"Business Operations Specialists, All Other",https://www.onetonline.org/link/summary/13-1199.00,low_contextual_role,unspecified analyst specialty,telecom consultant. All business operations specialists not listed separately.,5,52.0201|52.0208|52.0499|52.0904|52.1101,multiple_possible_programs,wolle_season1_42
4513,8503,Amanda Folk,"a paralegal from Columbia, South Carolina",paralegal,paralegal,0,2,1999-12-08,Season 16,3513,55,12,25,29,1,23-2011.00,23-2011,Paralegals and Legal Assistants,https://www.onetonline.org/link/summary/23-2011.00,medium_curated_match,Initial title or curated synonym,"paralegal. Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action.",2,22.0000|22.0302,multiple_possible_programs,wolle_season1_42
4513,4299,Jeff Kirby,"an elementary school teacher from Santa Maria, California",elementary school teacher,elementary school teacher,0,3,1999-12-08,Season 16,3513,55,12,25,29,1,25-2021.00,25-2021,"Elementary School Teachers, Except Special Education",https://www.onetonline.org/link/summary/25-2021.00,medium_curated_match,Initial title or curated synonym,elementary school teacher. Teach academic and social skills to students at the elementary school level.,15,13.0201|13.1202|13.1206|13.1207|13.1208|13.1210|13.1211|13.1212|13.1213|13.1338|13.1339|13.1401|13.1402|13.1499|45.0199,multiple_possible_programs,wolle_season1_42
4512,8503,Amanda Folk,"a paralegal from Columbia, South Carolina",paralegal,paralegal,0,1,1999-12-09,Season 16,3514,58,13,29,28,1,23-2011.00,23-2011,Paralegals and Legal Assistants,https://www.onetonline.org/link/summary/23-2011.00,medium_curated_match,Initial title or curated synonym,"paralegal. Assist lawyers by investigating facts, preparing legal documents, or researching legal precedent. Conduct research to support a legal proceeding, to formulate a defense, or to initiate legal action.",2,22.0000|22.0302,multiple_possible_programs,wolle_season1_42
4512,8504,Catherine Smythe Zajc,"a director of prospect development from Cleveland, Ohio",director of prospect development,director of prospect development,1,2,1999-12-09,Season 16,3514,58,13,29,28,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,director of prospect development. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
4512,8501,Clif Bailey,"a peace officer and firefighter from Euless, Texas",peace officer and firefighter,peace officer and firefighter,0,3,1999-12-09,Season 16,3514,58,13,29,28,1,33-2011.00,33-2011,Firefighters,https://www.onetonline.org/link/summary/33-2011.00,very_low_multiple_roles,Closest occupation title by character similarity (0.757); unverified,"peace officer and firefighter. Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",5,03.0208|43.0201|43.0203|43.0206|43.0299,multiple_possible_programs,wolle_season1_42
4511,8501,Clif Bailey,"a peace officer and firefighter from Euless, Texas",peace officer and firefighter,peace officer and firefighter,0,1,1999-12-10,Season 16,3515,54,12,28,25,1,33-2011.00,33-2011,Firefighters,https://www.onetonline.org/link/summary/33-2011.00,very_low_multiple_roles,Closest occupation title by character similarity (0.757); unverified,"peace officer and firefighter. Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",5,03.0208|43.0201|43.0203|43.0206|43.0299,multiple_possible_programs,wolle_season1_42
4511,8502,Mike Bartley,"a social studies teacher originally from New Berlin, Wisconsin",social studies teacher,social studies teacher,1,2,1999-12-10,Season 16,3515,54,12,28,25,1,25-3099.00,25-3099,"Teachers and Instructors, All Other",https://www.onetonline.org/link/summary/25-3099.00,low_contextual_role,unspecified teaching level,social studies teacher. All teachers and instructors not listed separately.,9,13.0201|13.0202|13.0203|13.1207|13.1208|13.1211|13.1304|13.1399|13.9999,multiple_possible_programs,wolle_season1_42
4511,8299,Darlene Lieblich,"a television executive from Van Nuys, California",television executive,television executive,0,3,1999-12-10,Season 16,3515,54,12,28,25,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,television executive. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
4510,8299,Darlene Lieblich,"a television executive from Van Nuys, California",television executive,television executive,0,1,1999-12-13,Season 16,3516,55,13,29,25,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,television executive. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
4510,8499,Tate Garrett,"a venture capitalist from Tampa, Florida",venture capitalist,venture capitalist,0,2,1999-12-13,Season 16,3516,55,13,29,25,1,29-1229.02,29-1229,Hospitalists,https://www.onetonline.org/link/summary/29-1229.02,very_low_approximate,Closest occupation title by character similarity (0.451); unverified,"venture capitalist. Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",63,51.1201|51.1202|51.1403|61.0101|61.0105|61.0106|61.0113|61.0116|61.0118|61.0121|61.0122|61.0125|61.0199|61.0203|61.0205|61.0206|61.0208|61.0209|61.0210|61.0212|61.0213|61.0215|61.0216|61.0218|61.0299|61.0301|61.0399|61.0806|61.0807|61.0808|61.0809|61.0810|61.0812|61.0813|61.0814|61.0816|61.0818|61.0899|61.0901|61.0902|61.0903|61.0904|61.0999|61.1304|61.1502|61.1503|61.1601|61.1699|61.1701|61.1702|61.1799|61.1804|61.1902|61.2001|61.2002|61.2099|61.2301|61.2302|61.2303|61.2399|61.2501|61.2599|61.9999,multiple_possible_programs,wolle_season1_42
4510,8500,Brian Padian,"a screenwriter from Los Angeles, California",screenwriter,screenwriter,1,3,1999-12-13,Season 16,3516,55,13,29,25,1,33-9093.00,33-9093,Transportation Security Screeners,https://www.onetonline.org/link/summary/33-9093.00,very_low_weak_guess,Closest occupation title by character similarity (0.401); unverified,"screenwriter. Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",0,,no_crosswalk_program,wolle_season1_42
4509,8299,Darlene Lieblich,"a television executive from Van Nuys, California",television executive,television executive,0,1,1999-12-14,Season 16,3517,60,13,29,30,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,television executive. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
4509,8497,Carter Paige,"a nonprofit fundraiser from Bethesda, Maryland",nonprofit fundraiser,nonprofit fundraiser,1,2,1999-12-14,Season 16,3517,60,13,29,30,1,13-1131.00,13-1131,Fundraisers,https://www.onetonline.org/link/summary/13-1131.00,very_low_approximate,Closest occupation title by character similarity (0.827); unverified,"nonprofit fundraiser. Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.",7,09.0100|09.0900|09.0902|09.0904|52.0214|52.0502|52.1401,multiple_possible_programs,wolle_season1_42
4509,8498,Kathleen Victor Wyatt,"a translator from Buffalo, New York",translator,translator,0,3,1999-12-14,Season 16,3517,60,13,29,30,1,27-3091.00,27-3091,Interpreters and Translators,https://www.onetonline.org/link/summary/27-3091.00,very_low_approximate,Closest occupation title by character similarity (0.590); unverified,"translator. Interpret oral or sign language, or translate written text from one language into another.",87,05.0211|13.1003|16.0101|16.0102|16.0103|16.0105|16.0201|16.0300|16.0301|16.0302|16.0303|16.0304|16.0399|16.0400|16.0401|16.0402|16.0404|16.0405|16.0406|16.0407|16.0408|16.0409|16.0410|16.0499|16.0500|16.0501|16.0502|16.0503|16.0504|16.0505|16.0506|16.0599|16.0601|16.0700|16.0701|16.0702|16.0704|16.0705|16.0706|16.0707|16.0799|16.0801|16.0900|16.0901|16.0902|16.0904|16.0905|16.0906|16.0907|16.0908|16.0999|16.1001|16.1100|16.1101|16.1102|16.1103|16.1199|16.1200|16.1202|16.1203|16.1299|16.1301|16.1400|16.1401|16.1402|16.1403|16.1404|16.1405|16.1406|16.1407|16.1408|16.1409|16.1499|16.1501|16.1502|16.1503|16.1504|16.1599|16.1601|16.1602|16.1603|16.1699|16.1801|16.9999|22.0304|30.4001|30.4501,multiple_possible_programs,wolle_season1_42
4502,8481,Mitch Teich,"a public radio news reporter from Flagstaff, Arizona",public radio news reporter,public radio news reporter,0,1,1999-12-23,Season 16,3524,51,12,25,25,1,27-3023.00,27-3023,"News Analysts, Reporters, and Journalists",https://www.onetonline.org/link/summary/27-3023.00,low_contextual_role,reporting role,"public radio news reporter. Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",14,01.0802|09.0100|09.0102|09.0401|09.0402|09.0404|09.0405|09.0406|09.0407|09.0499|09.0701|09.0904|09.0906|09.0907,multiple_possible_programs,wolle_season1_42
4502,8483,Debbie Ream,"a corporate affairs manager from Covina, California",corporate affairs manager,corporate affairs manager,1,2,1999-12-23,Season 16,3524,51,12,25,25,1,11-9199.00,11-9199,"Managers, All Other",https://www.onetonline.org/link/summary/11-9199.00,low_contextual_role,unspecified management role,corporate affairs manager. All managers not listed separately.,127,09.0702|11.1005|25.0101|25.0103|30.0601|30.1202|30.3901|30.4001|30.4201|30.4501|30.4601|30.4701|30.5101|30.5201|30.5202|30.5203|39.0801|42.0101|42.2701|42.2702|42.2703|42.2704|42.2705|42.2706|42.2707|42.2708|42.2709|42.2710|42.2799|42.2801|42.2802|42.2803|42.2804|42.2805|42.2806|42.2807|42.2808|42.2809|42.2810|42.2811|42.2812|42.2813|42.2814|42.2899|42.9999|43.0100|43.0103|43.0115|43.0202|43.0301|43.0302|43.0303|43.0304|43.0404|44.0401|44.0402|44.0499|45.0101|45.0102|45.0103|45.0199|45.0201|45.0202|45.0203|45.0204|45.0205|45.0299|45.0301|45.0401|45.0501|45.0502|45.0599|45.0601|45.0602|45.0603|45.0604|45.0605|45.0699|45.0701|45.0702|45.0799|45.0901|45.0902|45.0999|45.1001|45.1002|45.1003|45.1004|45.1099|45.1101|45.1102|45.1103|45.1199|45.1201|45.1301|45.1501|45.9999|50.1001|50.1002|50.1004|50.1099|51.0719|51.2009|52.0101|52.0201|52.0206|52.0210|52.0211|52.0213|52.0214|52.0216|52.0701|52.0702|52.0703|52.0704|52.0903|52.0999|52.2101|54.0101|54.0102|54.0103|54.0104|54.0105|54.0106|54.0107|54.0108|54.0199,multiple_possible_programs,wolle_season1_42
4502,8484,Matt Cunningham,"a public relations and political consultant from Orange, California",public relations and political consultant,public relations and political consultant,0,3,1999-12-23,Season 16,3524,51,12,25,25,1,27-3031.00,27-3031,Public Relations Specialists,https://www.onetonline.org/link/summary/27-3031.00,low_multiple_roles,public relations role,"public relations and political consultant. Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.",11,09.0100|09.0101|09.0900|09.0902|09.0904|09.0905|09.0906|09.0907|19.0202|52.0501|52.0599,multiple_possible_programs,wolle_season1_42
4501,8481,Mitch Teich,"a public radio news reporter from Flagstaff, Arizona",public radio news reporter,public radio news reporter,0,1,1999-12-24,Season 16,3525,57,13,30,26,1,27-3023.00,27-3023,"News Analysts, Reporters, and Journalists",https://www.onetonline.org/link/summary/27-3023.00,low_contextual_role,reporting role,"public radio news reporter. Narrate or write news stories, reviews, or commentary for print, broadcast, or other communications media such as newspapers, magazines, radio, or television. May collect and analyze information through interview, investigation, or observation.",14,01.0802|09.0100|09.0102|09.0401|09.0402|09.0404|09.0405|09.0406|09.0407|09.0499|09.0701|09.0904|09.0906|09.0907,multiple_possible_programs,wolle_season1_42
4501,8479,Hal Barron,"a college professor from Altadena, California",college professor,college professor,0,2,1999-12-24,Season 16,3525,57,13,30,26,1,25-1199.00,25-1199,"Postsecondary Teachers, All Other",https://www.onetonline.org/link/summary/25-1199.00,low_contextual_role,postsecondary teaching,college professor. All postsecondary teachers not listed separately.,44,12.0509|13.1211|15.1503|16.1602|23.1301|23.1302|23.1303|23.1304|24.0101|24.0102|24.0103|30.0101|30.0501|30.0601|30.1201|30.1299|30.1401|30.1501|30.1801|30.2501|30.2502|30.2599|30.2601|30.2901|30.3001|30.3201|30.3301|30.3401|30.5201|30.5202|30.5203|30.5301|30.7001|30.7099|30.7101|30.7103|30.7199|40.1099|40.9999|43.0304|50.0411|51.2706|51.3204|51.3299,multiple_possible_programs,wolle_season1_42
